Item,Value,FamId,is_repeated
sc122,5,00015,2
sc085,3,00015,1
sc048,3,00015,1
sc120,NA,00015,2
sc074,NA,00015,2
sc015,7,00015,1
sc034,6,00015,1
sc170,1,00015,2
sc051,3,00015,2
sc080,7,00015,2
sc149,4,00015,1
sc116,3,00015,1
sc143,9,00015,2
sc194,8,00015,1
sc108,4,00015,1
sc143,9,00015,1
sc079,1,00015,1
sc046,7,00015,1
sc050,8,00015,1
sc198,1,00015,2
sc021,7,00015,1
sc120,5,00015,1
sc176,NA,00015,2
sc146,8,00015,1
sc002,8,00015,1
sc103,8,00015,1
sc074,NA,00016,2
sc120,5,00016,1
sc032,NA,00016,2
sc188,7,00016,1
sc161,NA,00016,2
sc004,9,00016,1
sc020,6,00016,1
sc164,3,00016,1
sc151,8,00016,1
sc001,2,00016,2
sc165,9,00016,2
sc021,8,00016,1
sc001,4,00016,1
sc065,8,00016,2
sc048,2,00016,2
sc075,7,00016,2
sc142,1,00016,1
sc115,9,00016,1
sc103,7,00016,1
sc082,4,00016,1
sc074,4,00016,1
sc047,NA,00016,2
sc002,6,00016,1
sc162,1,00016,1
sc008,9,00016,1
sc013,7,00016,2
sc120,NA,00016,2
sc085,5,00016,1
sc020,NA,00016,2
sc046,4,00016,1
sc103,8,00016,2
sc049,7,00016,1
sc170,2,00016,1
sc161,8,00016,1
sc188,6,00016,2
sc170,2,00016,2
sc115,NA,00016,2
sc165,9,00016,1
sc082,NA,00016,2
sc176,NA,00016,2
sc051,2,00016,1
sc189,8,00016,2
sc089,3,00016,2
sc065,7,00016,1
sc025,7,00016,2
sc049,NA,00016,2
sc025,7,00016,1
sc122,4,00016,2
sc015,9,00016,1
sc088,2,00016,1
sc085,NA,00016,2
sc189,9,00016,1
sc034,NA,00016,2
sc198,1,00016,1
sc149,5,00016,2
sc088,2,00016,2
sc146,4,00016,1
sc004,NA,00016,2
sc194,9,00016,1
sc108,2,00016,1
sc108,2,00016,2
sc143,9,00016,1
sc079,3,00016,2
sc034,7,00016,1
sc149,5,00016,1
sc116,3,00016,1
sc184,1,00016,1
sc053,8,00016,2
sc194,NA,00016,2
sc008,NA,00016,2
sc013,7,00016,1
sc048,2,00016,1
sc080,7,00016,2
sc053,7,00016,1
sc002,NA,00016,2
sc055,2,00016,1
sc050,8,00016,1
sc184,NA,00016,2
sc047,7,00016,1
sc050,8,00016,2
sc046,NA,00016,2
sc176,5,00016,1
sc089,4,00016,1
sc075,6,00016,1
sc032,8,00016,1
sc146,NA,00016,2
sc198,1,00016,2
sc079,2,00016,1
sc015,NA,00016,2
sc080,7,00016,1
sc116,NA,00016,2
sc162,NA,00016,2
sc164,3,00016,2
sc122,6,00016,1
sc142,NA,00016,2
sc021,NA,00016,2
sc051,3,00016,2
sc151,NA,00016,2
sc143,9,00016,2
sc055,NA,00016,2
sc001,4,00017,1
sc146,NA,00017,2
sc020,NA,00017,2
sc048,2,00017,2
sc015,NA,00017,2
sc188,6,00017,1
sc085,NA,00017,2
sc151,NA,00017,2
sc013,7,00017,2
sc004,NA,00017,2
sc162,NA,00017,2
sc170,1,00017,2
sc074,3,00017,1
sc165,8,00017,2
sc122,3,00017,2
sc034,NA,00017,2
sc164,4,00017,1
sc170,1,00017,1
sc189,7,00017,1
sc115,9,00017,1
sc184,NA,00017,2
sc082,6,00017,1
sc198,3,00017,1
sc176,7,00017,1
sc008,NA,00017,2
sc049,8,00017,1
sc089,4,00017,2
sc194,6,00017,1
sc008,8,00017,1
sc082,NA,00017,2
sc032,7,00017,1
sc164,5,00017,2
sc001,3,00017,2
sc074,NA,00017,2
sc055,2,00017,1
sc115,NA,00017,2
sc103,9,00017,1
sc088,3,00017,2
sc021,7,00017,1
sc120,4,00017,1
sc025,5,00017,1
sc146,7,00017,1
sc108,2,00017,1
sc055,NA,00017,2
sc176,NA,00017,2
sc046,6,00017,1
sc049,NA,00017,2
sc080,6,00017,1
sc189,8,00017,2
sc149,4,00017,2
sc047,NA,00017,2
sc116,NA,00017,2
sc103,9,00017,2
sc002,7,00017,1
sc048,1,00017,1
sc108,2,00017,2
sc002,NA,00017,2
sc161,9,00017,1
sc120,NA,00017,2
sc050,6,00017,2
sc198,4,00017,2
sc161,NA,00017,2
sc142,4,00017,1
sc194,NA,00017,2
sc065,8,00017,1
sc025,5,00017,2
sc053,6,00017,2
sc184,5,00017,1
sc080,5,00017,2
sc188,6,00017,2
sc162,1,00017,1
sc165,8,00017,1
sc079,3,00017,1
sc088,3,00017,1
sc085,5,00017,1
sc020,5,00017,1
sc032,NA,00017,2
sc089,3,00017,1
sc051,2,00017,1
sc065,9,00017,2
sc142,NA,00017,2
sc050,6,00017,1
sc053,6,00017,1
sc013,7,00017,1
sc021,NA,00017,2
sc075,8,00017,2
sc151,9,00017,1
sc034,7,00017,1
sc046,NA,00017,2
sc122,2,00017,1
sc143,8,00017,1
sc075,8,00017,1
sc079,3,00017,2
sc149,4,00017,1
sc047,7,00017,1
sc015,8,00017,1
sc051,4,00017,2
sc116,2,00017,1
sc143,8,00017,2
sc004,9,00017,1
sc008,9,00028,1
sc115,NA,00028,2
sc013,3,00028,2
sc001,3,00028,1
sc025,3,00028,1
sc198,3,00028,1
sc189,9,00028,2
sc170,2,00028,1
sc103,9,00028,2
sc164,2,00028,1
sc015,NA,00028,2
sc002,NA,00028,2
sc165,9,00028,2
sc170,2,00028,2
sc055,NA,00028,2
sc176,8,00028,1
sc151,NA,00028,2
sc047,NA,00028,2
sc080,4,00028,1
sc008,NA,00028,2
sc034,NA,00028,2
sc165,9,00028,1
sc120,1,00028,1
sc149,3,00028,2
sc108,3,00028,1
sc161,NA,00028,2
sc074,3,00028,1
sc021,9,00028,1
sc065,9,00028,2
sc103,9,00028,1
sc089,1,00028,1
sc004,9,00028,1
sc184,NA,00028,2
sc065,7,00028,1
sc051,2,00028,1
sc020,NA,00028,2
sc085,3,00028,1
sc194,NA,00028,2
sc184,5,00028,1
sc188,6,00028,1
sc015,8,00028,1
sc115,9,00028,1
sc085,NA,00028,2
sc021,NA,00028,2
sc116,4,00028,1
sc046,NA,00028,2
sc142,NA,00028,2
sc032,NA,00028,2
sc048,1,00028,1
sc162,NA,00028,2
sc122,2,00028,2
sc188,2,00028,2
sc020,3,00028,1
sc161,9,00028,1
sc176,NA,00028,2
sc122,1,00028,1
sc194,9,00028,1
sc075,7,00028,1
sc164,2,00028,2
sc079,3,00028,2
sc049,9,00028,1
sc048,3,00028,2
sc051,3,00028,2
sc146,NA,00028,2
sc075,9,00028,2
sc047,9,00028,1
sc055,3,00028,1
sc050,9,00028,1
sc162,4,00028,1
sc082,2,00028,1
sc032,7,00028,1
sc146,3,00028,1
sc053,9,00028,2
sc050,9,00028,2
sc189,9,00028,1
sc108,3,00028,2
sc143,9,00028,1
sc120,NA,00028,2
sc001,3,00028,2
sc088,4,00028,1
sc013,4,00028,1
sc074,NA,00028,2
sc082,NA,00028,2
sc142,1,00028,1
sc025,2,00028,2
sc004,NA,00028,2
sc116,NA,00028,2
sc149,3,00028,1
sc002,9,00028,1
sc151,9,00028,1
sc198,3,00028,2
sc034,7,00028,1
sc088,2,00028,2
sc080,3,00028,2
sc079,4,00028,1
sc049,NA,00028,2
sc053,9,00028,1
sc143,9,00028,2
sc089,2,00028,2
sc046,1,00028,1
sc085,5,00029,1
sc034,6,00029,1
sc151,9,00029,1
sc142,2,00029,1
sc170,1,00029,2
sc025,5,00029,1
sc013,9,00029,2
sc103,5,00029,1
sc049,6,00029,1
sc015,9,00029,1
sc184,1,00029,1
sc001,3,00029,1
sc165,9,00029,1
sc021,9,00029,1
sc013,9,00029,1
sc194,9,00029,1
sc089,1,00029,1
sc047,NA,00029,2
sc198,1,00029,1
sc002,9,00029,1
sc165,9,00029,2
sc161,9,00029,1
sc080,6,00029,1
sc146,7,00029,1
sc120,6,00029,1
sc050,9,00029,2
sc170,1,00029,1
sc065,9,00029,1
sc004,9,00029,1
sc188,9,00029,1
sc021,NA,00029,2
sc020,1,00029,1
sc108,5,00029,1
sc074,3,00029,1
sc164,2,00029,1
sc176,5,00029,1
sc088,4,00029,1
sc151,NA,00029,2
sc161,NA,00029,2
sc164,2,00029,2
sc049,NA,00029,2
sc020,NA,00029,2
sc008,9,00029,1
sc116,1,00029,1
sc103,5,00029,2
sc176,NA,00029,2
sc122,6,00029,2
sc184,NA,00029,2
sc050,9,00029,1
sc115,NA,00029,2
sc122,5,00029,1
sc032,9,00029,1
sc115,9,00029,1
sc075,9,00029,1
sc149,5,00029,1
sc048,1,00029,1
sc149,5,00029,2
sc162,1,00029,1
sc075,9,00029,2
sc004,NA,00029,2
sc194,NA,00029,2
sc015,NA,00029,2
sc188,9,00029,2
sc002,NA,00029,2
sc085,NA,00029,2
sc198,1,00029,2
sc116,NA,00029,2
sc046,6,00029,1
sc146,NA,00029,2
sc189,9,00029,2
sc047,6,00029,1
sc082,5,00029,1
sc120,NA,00029,2
sc025,6,00029,2
sc089,1,00029,2
sc032,NA,00029,2
sc088,1,00029,2
sc079,3,00029,1
sc143,9,00029,2
sc142,NA,00029,2
sc048,1,00029,2
sc053,9,00029,2
sc034,NA,00029,2
sc001,1,00029,2
sc079,5,00029,2
sc053,6,00029,1
sc065,9,00029,2
sc108,1,00029,2
sc074,NA,00029,2
sc051,2,00029,1
sc162,NA,00029,2
sc055,1,00029,1
sc051,2,00029,2
sc008,NA,00029,2
sc189,9,00029,1
sc143,7,00029,1
sc082,NA,00029,2
sc046,NA,00029,2
sc080,6,00029,2
sc055,NA,00029,2
sc120,4,00048,1
sc080,5,00048,1
sc151,NA,00048,2
sc025,2,00048,1
sc034,NA,00048,2
sc004,8,00048,1
sc032,NA,00048,2
sc170,1,00048,2
sc013,7,00048,2
sc142,NA,00048,2
sc001,4,00048,1
sc015,NA,00048,2
sc079,2,00048,2
sc002,NA,00048,2
sc164,2,00048,2
sc021,6,00048,1
sc164,3,00048,1
sc085,4,00048,1
sc055,3,00048,1
sc198,1,00048,1
sc046,5,00048,1
sc049,4,00048,1
sc165,9,00048,1
sc089,1,00048,1
sc055,NA,00048,2
sc188,7,00048,1
sc120,NA,00048,2
sc082,NA,00048,2
sc161,4,00048,1
sc115,8,00048,1
sc047,8,00048,1
sc065,5,00048,2
sc176,9,00048,1
sc146,NA,00048,2
sc116,NA,00048,2
sc075,4,00048,1
sc074,2,00048,1
sc194,NA,00048,2
sc088,2,00048,2
sc122,7,00048,1
