rowname,FA_A,SC_A,FA_B,SC_B
FA_A,1,0.40849880449538467,0.32712619883363164,0.1486239490404788
SC_A,0.40849880449538467,1,0.09354629143403743,0.32211297258173044
FA_B,0.3271261988336317,0.09354629143403743,1,0.37551737801844026
SC_B,0.1486239490404788,0.32211297258173044,0.37551737801844026,1
