refCode,Pairs,Domain,r_twin_PP,z_twin_PP
04499_UR,UR,scenes val.,0.6963171635438513,0.8601154750085488
U0008_UR,UR,scenes val.,0.7873715185326694,1.064477484957418
U0009_UR,UR,scenes val.,0.673292288091234,0.8167412354420026
U0010_UR,UR,scenes val.,0.8071756644988368,1.1188704517567252
U0013_UR,UR,scenes val.,0.567072965338015,0.6431978011775796
U0014_UR,UR,scenes val.,0.7577508863996059,0.9909118868120399
U0015_UR,UR,scenes val.,0.5990803150522719,0.6917114097699212
U0019_UR,UR,scenes val.,0.6104460860481805,0.7096321087936698
U0021_UR,UR,scenes val.,0.7936309142412622,1.0811655219710365
U0023_UR,UR,scenes val.,0.5926764107711966,0.6817816141125812
U0025_UR,UR,scenes val.,0.5985016437565531,0.6908092787357787
U0028_UR,UR,scenes val.,0.804968283046507,1.1125680512560783
U0029_UR,UR,scenes val.,0.47663989671040485,0.5186273422097715
U0036_UR,UR,scenes val.,0.5803036057418063,0.6629203420138936
U0037_UR,UR,scenes val.,0.6669166399211548,0.805169043117137
U0040_UR,UR,scenes val.,0.5570401992845608,0.628531483650985
U0043_UR,UR,scenes val.,0.5863241100712904,0.6720459727918481
U0046_UR,UR,scenes val.,0.660859257327257,0.7943375904888537
U0053_UR,UR,scenes val.,0.8263679836925776,1.176573177185671
U0054_UR,UR,scenes val.,0.7484974963241977,0.9695295900697818
U0061_UR,UR,scenes val.,0.5982701073715488,0.6904485932663038
