Item,Value,FamId,is_repeated
sc004,9,02138,1
sc013,8,02138,1
sc151,9,02138,1
sc020,NA,02138,2
sc116,1,02138,1
sc198,2,02138,1
sc165,9,02138,2
sc008,9,02138,1
sc103,9,02138,1
sc049,5,02138,1
sc170,1,02138,2
sc089,1,02138,1
sc198,1,02138,2
sc165,9,02138,1
sc082,5,02152,1
sc122,3,02152,2
sc176,7,02152,1
sc162,2,02152,1
sc013,4,02152,2
sc008,NA,02152,2
sc189,5,02152,2
sc188,5,02152,1
sc085,4,02152,1
sc194,NA,02152,2
sc122,4,02152,1
sc049,NA,02152,2
sc161,6,02152,1
sc116,NA,02152,2
sc143,6,02152,1
sc047,NA,02152,2
sc020,2,02152,1
sc015,5,02152,1
sc001,3,02152,1
sc050,7,02152,2
sc146,NA,02152,2
sc088,3,02152,2
sc055,3,02152,1
sc082,NA,02152,2
sc164,4,02152,1
sc055,NA,02152,2
sc032,NA,02152,2
sc143,5,02152,2
sc025,3,02152,1
sc170,2,02152,1
sc065,5,02152,1
sc075,5,02152,2
sc048,3,02152,1
sc162,NA,02152,2
sc188,4,02152,2
sc184,2,02152,1
sc176,NA,02152,2
sc046,7,02152,1
sc025,2,02152,2
sc079,3,02152,2
sc184,NA,02152,2
sc103,6,02152,1
sc079,4,02152,1
sc080,4,02152,2
sc164,3,02152,2
sc050,5,02152,1
sc115,NA,02152,2
sc088,3,02152,1
sc120,3,02152,1
sc065,6,02152,2
sc004,5,02152,1
sc075,5,02152,1
sc020,NA,02152,2
sc053,7,02152,2
sc103,5,02152,2
sc074,4,02152,1
sc151,6,02152,1
sc021,NA,02152,2
sc146,5,02152,1
sc034,NA,02152,2
sc080,4,02152,1
sc001,3,02152,2
sc149,4,02152,1
sc049,5,02152,1
sc046,NA,02152,2
sc142,3,02152,1
sc051,4,02152,1
sc198,2,02152,2
sc053,5,02152,1
sc048,2,02152,2
sc108,5,02152,1
sc142,NA,02152,2
sc008,5,02152,1
sc189,6,02152,1
sc115,6,02152,1
sc002,5,02152,1
sc161,NA,02152,2
sc015,NA,02152,2
sc002,NA,02152,2
sc149,2,02152,2
sc074,NA,02152,2
sc108,5,02152,2
sc116,1,02152,1
sc034,5,02152,1
sc089,2,02152,1
sc198,3,02152,1
sc021,5,02152,1
sc120,NA,02152,2
sc151,NA,02152,2
sc004,NA,02152,2
sc165,5,02152,1
sc165,8,02152,2
sc013,7,02152,1
sc089,2,02152,2
sc194,6,02152,1
sc051,3,02152,2
sc170,2,02152,2
sc085,NA,02152,2
sc047,6,02152,1
sc032,5,02152,1
sc046,9,02156,1
sc047,9,02156,1
sc189,8,02156,2
sc075,4,02156,2
sc013,8,02156,2
sc122,1,02156,2
sc021,NA,02156,2
sc004,9,02156,1
sc142,NA,02156,2
sc001,5,02156,1
sc055,NA,02156,2
sc115,5,02156,1
sc047,NA,02156,2
sc021,5,02156,1
sc046,NA,02156,2
sc120,NA,02156,2
sc188,9,02156,1
sc120,1,02156,1
sc164,1,02156,2
sc015,9,02156,1
sc188,9,02156,2
sc034,9,02156,1
sc049,9,02156,1
sc079,1,02156,1
sc184,1,02156,1
sc080,6,02156,2
sc088,1,02156,2
sc048,1,02156,1
sc184,NA,02156,2
sc050,8,02156,2
sc002,NA,02156,2
sc142,1,02156,1
sc065,9,02156,1
sc025,2,02156,2
sc143,6,02156,2
sc049,NA,02156,2
sc034,NA,02156,2
sc176,8,02156,1
sc020,1,02156,1
sc050,5,02156,1
sc164,1,02156,1
sc080,1,02156,1
sc065,1,02156,2
sc108,2,02156,2
sc162,NA,02156,2
sc032,NA,02156,2
sc151,9,02156,1
sc085,NA,02156,2
sc085,9,02156,1
sc151,NA,02156,2
sc143,9,02156,1
sc008,9,02156,1
sc082,1,02156,1
sc116,NA,02156,2
sc088,1,02156,1
sc146,NA,02156,2
sc149,1,02156,1
sc079,2,02156,2
sc055,1,02156,1
sc074,NA,02156,2
sc075,9,02156,1
sc149,4,02156,2
sc198,1,02156,1
sc025,1,02156,1
sc170,1,02156,1
sc074,1,02156,1
sc116,1,02156,1
sc176,NA,02156,2
sc001,4,02156,2
sc103,9,02156,2
sc194,9,02156,1
sc198,1,02156,2
sc194,NA,02156,2
sc002,9,02156,1
sc008,NA,02156,2
sc108,5,02156,1
sc161,9,02156,1
sc032,5,02156,1
sc004,NA,02156,2
sc051,9,02156,1
sc161,NA,02156,2
sc053,9,02156,1
sc146,1,02156,1
sc103,9,02156,1
sc051,8,02156,2
sc162,1,02156,1
sc165,9,02156,1
sc170,1,02156,2
sc048,2,02156,2
sc013,5,02156,1
sc089,1,02156,1
sc122,5,02156,1
sc115,NA,02156,2
sc082,NA,02156,2
sc015,NA,02156,2
sc053,6,02156,2
sc165,8,02156,2
sc089,1,02156,2
sc189,9,02156,1
sc020,NA,02156,2
sc088,3,02160,1
sc184,NA,02160,2
sc082,3,02160,1
sc120,3,02160,1
sc015,9,02160,1
sc025,4,02160,1
sc047,7,02160,1
sc034,9,02160,1
sc189,8,02160,2
sc002,8,02160,1
sc004,9,02160,1
sc020,3,02160,1
sc050,9,02160,1
sc162,1,02160,1
sc075,5,02160,2
sc164,2,02160,2
sc142,1,02160,1
sc074,2,02160,1
sc085,NA,02160,2
sc013,8,02160,2
sc088,2,02160,2
sc021,9,02160,1
sc176,NA,02160,2
sc008,9,02160,1
sc046,2,02160,1
sc048,1,02160,1
sc122,2,02160,2
sc079,1,02160,1
sc184,1,02160,1
sc015,NA,02160,2
sc002,NA,02160,2
sc165,8,02160,1
sc008,NA,02160,2
sc149,6,02160,2
sc001,7,02160,1
sc151,9,02160,1
sc080,5,02160,2
sc116,1,02160,1
sc164,3,02160,1
sc004,NA,02160,2
sc188,8,02160,2
sc198,2,02160,2
sc051,2,02160,1
sc122,2,02160,1
sc089,3,02160,2
sc020,NA,02160,2
sc170,1,02160,1
sc048,1,02160,2
sc188,8,02160,1
sc065,5,02160,1
sc050,9,02160,2
sc162,NA,02160,2
sc049,8,02160,1
sc143,5,02160,2
sc079,1,02160,2
sc051,2,02160,2
sc115,NA,02160,2
sc075,5,02160,1
sc089,3,02160,1
sc049,NA,02160,2
sc151,NA,02160,2
sc149,6,02160,1
sc146,4,02160,1
sc080,8,02160,1
sc025,2,02160,2
sc142,NA,02160,2
sc115,9,02160,1
sc161,6,02160,1
sc176,9,02160,1
sc103,7,02160,1
sc161,NA,02160,2
sc189,9,02160,1
sc116,NA,02160,2
sc001,2,02160,2
sc085,8,02160,1
sc055,NA,02160,2
sc074,NA,02160,2
sc032,4,02160,1
sc198,1,02160,1
sc194,9,02160,1
sc013,9,02160,1
sc046,NA,02160,2
sc108,2,02160,1
sc053,9,02160,1
sc034,NA,02160,2
sc108,1,02160,2
sc165,7,02160,2
sc065,5,02160,2
sc146,NA,02160,2
sc055,1,02160,1
sc021,NA,02160,2
sc032,NA,02160,2
sc194,NA,02160,2
sc120,NA,02160,2
sc053,8,02160,2
sc047,NA,02160,2
sc143,9,02160,1
sc082,NA,02160,2
sc170,1,02160,2
sc103,8,02160,2
sc143,7,02182,2
sc051,4,02182,2
sc075,7,02182,1
sc162,4,02182,1
sc115,9,02182,1
sc025,5,02182,2
sc046,5,02182,1
sc149,7,02182,2
sc047,9,02182,1
sc021,NA,02182,2
sc079,4,02182,2
sc085,7,02182,1
sc013,9,02182,2
sc074,2,02182,1
sc048,1,02182,2
sc198,5,02182,2
sc165,9,02182,1
sc008,NA,02182,2
sc049,9,02182,1
sc034,7,02182,1
sc021,9,02182,1
sc082,3,02182,1
sc122,5,02182,1
sc194,NA,02182,2
sc051,1,02182,1
sc032,9,02182,1
sc080,6,02182,2
sc103,9,02182,1
sc161,NA,02182,2
sc151,NA,02182,2
sc002,9,02182,1
sc079,5,02182,1
sc053,9,02182,2
sc143,7,02182,1
sc002,NA,02182,2
sc189,8,02182,2
sc142,2,02182,1
sc165,9,02182,2
sc194,9,02182,1
sc020,3,02182,1
sc015,9,02182,1
sc053,9,02182,1
sc004,9,02182,1
sc088,5,02182,2
sc048,3,02182,1
sc049,NA,02182,2
sc188,9,02182,2
sc082,NA,02182,2
sc122,5,02182,2
sc116,NA,02182,2
sc146,NA,02182,2
sc116,1,02182,1
sc089,9,02182,1
sc170,1,02182,1
sc034,NA,02182,2
sc046,NA,02182,2
sc176,NA,02182,2
sc115,NA,02182,2
sc151,9,02182,1
sc001,5,02182,2
sc146,9,02182,1
sc004,NA,02182,2
sc015,NA,02182,2
sc089,5,02182,2
sc189,9,02182,1
sc055,1,02182,1
sc142,NA,02182,2
sc074,NA,02182,2
sc085,NA,02182,2
sc164,5,02182,2
sc025,5,02182,1
sc080,6,02182,1
sc103,9,02182,2
sc065,9,02182,2
sc047,NA,02182,2
sc050,9,02182,1
sc075,7,02182,2
sc055,NA,02182,2
sc013,9,02182,1
sc120,NA,02182,2
sc050,9,02182,2
sc108,4,02182,2
sc120,3,02182,1
sc170,9,02182,2
sc184,NA,02182,2
sc008,9,02182,1
sc032,NA,02182,2
sc198,1,02182,1
sc188,9,02182,1
sc149,7,02182,1
sc088,3,02182,1
sc001,2,02182,1
sc108,4,02182,1
sc184,4,02182,1
sc065,9,02182,1
sc020,NA,02182,2
sc176,7,02182,1
sc164,2,02182,1
sc162,NA,02182,2
sc161,9,02182,1
sc047,8,02210,1
sc079,4,02210,2
sc080,8,02210,2
sc025,6,02210,2
sc032,8,02210,1
sc120,NA,02210,2
sc161,8,02210,1
sc008,NA,02210,2
sc122,7,02210,1
sc082,NA,02210,2
sc142,NA,02210,2
sc162,3,02210,1
sc170,2,02210,1
sc165,6,02210,2
sc143,8,02210,1
sc051,5,02210,2
sc075,7,02210,1
sc188,8,02210,2
sc075,7,02210,2
sc184,NA,02210,2
sc085,7,02210,1
sc146,NA,02210,2
sc149,6,02210,2
sc032,NA,02210,2
sc053,9,02210,2
sc015,NA,02210,2
sc116,3,02210,1
sc080,7,02210,1
sc194,9,02210,1
sc189,8,02210,2
sc089,5,02210,2
sc020,NA,02210,2
sc189,8,02210,1
sc051,5,02210,1
sc034,7,02210,1
sc103,6,02210,1
sc048,4,02210,2
sc001,3,02210,1
sc046,NA,02210,2
sc020,6,02210,1
sc079,4,02210,1
sc050,7,02210,2
sc013,8,02210,2
sc164,6,02210,1
sc142,6,02210,1
sc050,7,02210,1
sc074,NA,02210,2
sc143,8,02210,2
sc049,NA,02210,2
sc046,6,02210,1
sc053,8,02210,1
sc164,6,02210,2
sc048,4,02210,1
sc002,NA,02210,2
sc065,6,02210,2
sc034,NA,02210,2
sc122,6,02210,2
sc088,5,02210,1
sc170,2,02210,2
sc013,8,02210,1
sc165,8,02210,1
sc194,NA,02210,2
sc151,8,02210,1
sc162,NA,02210,2
sc008,8,02210,1
sc065,6,02210,1
sc004,6,02210,1
sc184,9,02210,1
sc025,7,02210,1
sc082,6,02210,1
sc146,4,02210,1
sc116,NA,02210,2
sc198,3,02210,2
sc161,NA,02210,2
sc021,NA,02210,2
sc004,NA,02210,2
sc001,4,02210,2
sc115,NA,02210,2
sc088,4,02210,2
sc049,8,02210,1
sc120,8,02210,1
sc108,6,02210,2
sc074,4,02210,1
sc176,7,02210,1
sc002,9,02210,1
sc015,8,02210,1
sc089,6,02210,1
sc021,4,02210,1
sc198,3,02210,1
sc176,NA,02210,2
sc108,6,02210,1
sc149,7,02210,1
sc047,NA,02210,2
sc188,9,02210,1
sc151,NA,02210,2
sc085,NA,02210,2
sc055,4,02210,1
sc115,9,02210,1
sc055,NA,02210,2
sc103,7,02210,2
sc075,9,02211,1
sc075,9,02211,2
sc020,8,02211,1
sc116,2,02211,1
sc115,9,02211,1
sc049,NA,02211,2
sc015,9,02211,1
sc120,2,02211,1
sc085,7,02211,1
sc013,9,02211,2
sc162,NA,02211,2
sc149,2,02211,2
sc051,3,02211,2
sc184,2,02211,1
sc161,9,02211,1
sc032,NA,02211,2
sc055,NA,02211,2
sc151,NA,02211,2
sc001,2,02211,1
sc143,8,02211,2
sc080,9,02211,2
sc151,9,02211,1
sc088,1,02211,2
sc122,1,02211,2
sc050,9,02211,1
sc164,8,02211,2
sc142,1,02211,1
sc184,NA,02211,2
sc004,9,02211,1
sc189,9,02211,2
sc103,9,02211,1
sc048,1,02211,2
sc188,9,02211,1
sc176,NA,02211,2
sc074,NA,02211,2
sc049,9,02211,1
sc116,NA,02211,2
sc194,9,02211,1
sc046,NA,02211,2
sc032,9,02211,1
sc122,2,02211,1
sc089,1,02211,2
sc198,1,02211,2
sc002,9,02211,1
sc021,NA,02211,2
sc188,9,02211,2
sc053,9,02211,2
sc004,NA,02211,2
sc143,8,02211,1
sc034,NA,02211,2
sc050,9,02211,2
sc082,NA,02211,2
sc164,8,02211,1
sc189,9,02211,1
sc013,9,02211,1
sc025,2,02211,2
sc047,9,02211,1
sc170,1,02211,1
sc053,8,02211,1
sc146,NA,02211,2
sc080,9,02211,1
sc001,8,02211,2
sc065,9,02211,1
sc025,3,02211,1
sc020,NA,02211,2
sc103,8,02211,2
sc074,1,02211,1
sc176,7,02211,1
sc165,9,02211,2
sc047,NA,02211,2
sc161,NA,02211,2
sc108,4,02211,1
sc194,NA,02211,2
sc055,1,02211,1
sc002,NA,02211,2
sc088,2,02211,1
sc108,2,02211,2
sc146,6,02211,1
sc085,NA,02211,2
sc089,1,02211,1
sc008,NA,02211,2
sc082,1,02211,1
sc165,9,02211,1
sc162,1,02211,1
sc065,9,02211,2
sc142,NA,02211,2
sc048,1,02211,1
sc008,9,02211,1
sc015,NA,02211,2
sc079,3,02211,1
sc170,1,02211,2
sc198,1,02211,1
sc046,3,02211,1
sc051,1,02211,1
sc120,NA,02211,2
sc034,8,02211,1
sc115,NA,02211,2
sc079,2,02211,2
sc149,3,02211,1
sc021,9,02211,1
sc020,NA,02228,2
sc049,NA,02228,2
sc075,5,02228,2
sc189,9,02228,2
sc048,3,02228,2
sc122,3,02228,2
sc120,6,02228,1
sc013,9,02228,2
sc122,3,02228,1
sc142,NA,02228,2
sc008,NA,02228,2
sc015,NA,02228,2
sc103,9,02228,1
sc034,9,02228,1
sc050,8,02228,1
sc149,7,02228,2
sc088,2,02228,2
sc050,8,02228,2
sc080,7,02228,2
sc074,4,02228,1
sc184,5,02228,1
sc194,NA,02228,2
sc176,NA,02228,2
sc194,9,02228,1
sc146,4,02228,1
sc161,NA,02228,2
sc053,9,02228,1
sc079,5,02228,2
sc164,5,02228,2
sc188,5,02228,1
sc188,5,02228,2
sc065,5,02228,1
sc143,6,02228,1
sc164,6,02228,1
sc115,NA,02228,2
sc143,5,02228,2
sc002,NA,02228,2
sc047,NA,02228,2
sc170,1,02228,1
sc116,3,02228,1
sc002,9,02228,1
sc142,1,02228,1
sc048,2,02228,1
sc049,8,02228,1
sc020,7,02228,1
sc015,9,02228,1
sc108,1,02228,1
sc088,5,02228,1
sc089,5,02228,2
sc025,4,02228,2
sc198,2,02228,2
sc051,1,02228,2
sc004,NA,02228,2
sc021,NA,02228,2
sc001,2,02228,2
sc034,NA,02228,2
sc053,9,02228,2
sc079,5,02228,1
sc082,5,02228,1
sc004,7,02228,1
sc025,4,02228,1
sc085,NA,02228,2
sc189,9,02228,1
sc075,5,02228,1
sc032,6,02228,1
sc162,NA,02228,2
sc089,5,02228,1
sc165,9,02228,2
sc065,5,02228,2
sc008,9,02228,1
sc108,2,02228,2
sc115,7,02228,1
sc151,9,02228,1
sc085,4,02228,1
sc046,NA,02228,2
sc116,NA,02228,2
sc120,NA,02228,2
sc032,NA,02228,2
sc161,8,02228,1
sc074,NA,02228,2
sc021,7,02228,1
sc080,7,02228,1
sc001,3,02228,1
sc146,NA,02228,2
sc170,1,02228,2
sc176,7,02228,1
sc046,5,02228,1
sc103,9,02228,2
sc198,1,02228,1
sc013,9,02228,1
sc047,9,02228,1
sc165,9,02228,1
sc184,NA,02228,2
sc055,3,02228,1
sc151,NA,02228,2
sc149,4,02228,1
sc055,NA,02228,2
sc162,3,02228,1
sc051,1,02228,1
sc082,NA,02228,2
sc161,NA,02229,2
sc149,3,02229,2
sc013,7,02229,2
sc122,3,02229,2
sc048,2,02229,2
sc055,NA,02229,2
sc034,NA,02229,2
sc053,5,02229,1
sc189,9,02229,2
sc046,NA,02229,2
sc015,7,02229,1
sc008,8,02229,1
sc032,2,02229,1
sc002,6,02229,1
sc162,1,02229,1
sc075,7,02229,2
sc085,7,02229,1
sc050,5,02229,1
sc170,1,02229,1
sc198,1,02229,2
sc103,2,02229,1
sc004,NA,02229,2
sc164,2,02229,2
sc020,4,02229,1
sc088,2,02229,2
sc004,8,02229,1
sc151,NA,02229,2
sc176,5,02229,1
sc164,2,02229,1
sc025,3,02229,2
sc080,5,02229,2
sc143,8,02229,2
sc082,3,02229,1
sc047,3,02229,1
sc049,NA,02229,2
sc146,NA,02229,2
sc194,NA,02229,2
sc048,2,02229,1
sc015,NA,02229,2
sc188,9,02229,2
sc080,4,02229,1
sc020,NA,02229,2
sc049,5,02229,1
sc079,1,02229,2
sc051,3,02229,2
sc162,NA,02229,2
sc122,3,02229,1
sc089,1,02229,2
sc165,9,02229,2
sc120,2,02229,1
sc142,NA,02229,2
sc053,7,02229,2
sc116,2,02229,1
sc143,7,02229,1
sc021,2,02229,1
sc088,3,02229,1
sc184,3,02229,1
sc051,2,02229,1
sc165,9,02229,1
sc085,NA,02229,2
sc089,1,02229,1
sc013,7,02229,1
sc188,9,02229,1
sc079,2,02229,1
sc151,8,02229,1
sc065,7,02229,1
sc149,3,02229,1
sc001,4,02229,2
sc065,7,02229,2
sc194,4,02229,1
sc120,NA,02229,2
sc075,7,02229,1
sc074,2,02229,1
sc189,9,02229,1
sc002,NA,02229,2
sc115,8,02229,1
sc055,3,02229,1
sc116,NA,02229,2
sc034,3,02229,1
sc115,NA,02229,2
sc050,7,02229,2
sc025,3,02229,1
sc142,2,02229,1
sc198,2,02229,1
sc176,NA,02229,2
sc108,2,02229,2
sc046,3,02229,1
sc108,3,02229,1
sc161,8,02229,1
sc001,3,02229,1
sc032,NA,02229,2
sc103,4,02229,2
sc146,6,02229,1
sc074,NA,02229,2
sc184,NA,02229,2
sc170,1,02229,2
sc047,NA,02229,2
sc082,NA,02229,2
sc008,NA,02229,2
sc021,NA,02229,2
sc079,2,02243,2
sc085,1,02243,1
sc115,5,02243,1
sc143,8,02243,2
sc170,1,02243,1
sc103,9,02243,1
sc025,1,02243,2
sc082,3,02243,1
sc149,1,02243,2
sc032,3,02243,1
sc002,2,02243,1
sc053,1,02243,1
sc162,NA,02243,2
sc165,7,02243,1
sc015,NA,02243,2
sc194,NA,02243,2
sc051,1,02243,2
sc088,1,02243,2
sc120,8,02243,1
sc161,5,02243,1
sc198,1,02243,2
sc088,2,02243,1
sc008,NA,02243,2
sc074,NA,02243,2
sc021,8,02243,1
sc075,4,02243,1
sc122,2,02243,1
sc142,1,02243,1
sc164,3,02243,1
sc080,7,02243,2
sc184,5,02243,1
sc053,1,02243,2
sc120,NA,02243,2
sc004,NA,02243,2
sc020,NA,02243,2
sc065,7,02243,2
sc085,NA,02243,2
sc034,3,02243,1
sc051,1,02243,1
sc161,NA,02243,2
sc089,1,02243,2
sc189,3,02243,1
sc048,1,02243,2
sc020,4,02243,1
sc079,3,02243,1
sc050,2,02243,2
sc048,1,02243,1
sc188,1,02243,2
sc034,NA,02243,2
sc108,1,02243,2
sc002,NA,02243,2
sc176,NA,02243,2
sc089,1,02243,1
sc050,3,02243,1
sc032,NA,02243,2
sc047,NA,02243,2
sc015,3,02243,1
sc055,1,02243,1
sc065,7,02243,1
sc143,9,02243,1
sc047,3,02243,1
sc080,4,02243,1
sc001,1,02243,2
sc146,NA,02243,2
sc049,NA,02243,2
sc013,3,02243,2
sc151,9,02243,1
sc075,2,02243,2
sc165,5,02243,2
sc046,NA,02243,2
sc074,3,02243,1
sc049,1,02243,1
sc162,1,02243,1
sc108,1,02243,1
sc025,2,02243,1
sc103,8,02243,2
sc149,1,02243,1
sc115,NA,02243,2
sc146,4,02243,1
sc013,5,02243,1
sc142,NA,02243,2
sc122,2,02243,2
sc189,2,02243,2
sc004,7,02243,1
sc008,6,02243,1
sc198,1,02243,1
sc116,1,02243,1
sc046,3,02243,1
sc164,2,02243,2
sc176,3,02243,1
sc170,1,02243,2
sc055,NA,02243,2
sc184,NA,02243,2
sc021,NA,02243,2
sc082,NA,02243,2
sc194,2,02243,1
sc116,NA,02243,2
sc188,3,02243,1
sc001,1,02243,1
sc151,NA,02243,2
sc004,9,02247,1
sc088,2,02247,2
sc164,7,02247,2
sc008,8,02247,1
sc015,8,02247,1
sc082,NA,02247,2
sc055,NA,02247,2
sc143,9,02247,2
sc079,2,02247,2
sc050,6,02247,2
sc020,4,02247,1
sc047,7,02247,1
sc001,2,02247,1
sc184,NA,02247,2
sc188,7,02247,2
sc080,7,02247,1
sc065,6,02247,2
sc025,2,02247,2
sc021,NA,02247,2
sc075,9,02247,1
sc051,3,02247,2
sc122,5,02247,1
sc198,2,02247,2
sc015,NA,02247,2
sc151,9,02247,1
sc170,1,02247,1
sc053,6,02247,2
sc065,7,02247,1
sc143,9,02247,1
sc048,2,02247,2
sc108,3,02247,2
sc161,NA,02247,2
sc115,NA,02247,2
sc034,NA,02247,2
sc120,NA,02247,2
sc051,5,02247,1
sc162,1,02247,1
sc002,NA,02247,2
sc116,1,02247,1
sc188,7,02247,1
sc149,3,02247,2
sc048,2,02247,1
sc047,NA,02247,2
sc082,4,02247,1
sc008,NA,02247,2
sc049,NA,02247,2
sc089,3,02247,2
sc162,NA,02247,2
sc165,9,02247,2
sc165,8,02247,1
sc089,2,02247,1
sc004,NA,02247,2
sc046,7,02247,1
sc079,2,02247,1
sc080,9,02247,2
sc032,NA,02247,2
sc001,2,02247,2
sc184,3,02247,1
sc020,NA,02247,2
sc002,6,02247,1
sc189,9,02247,1
sc189,9,02247,2
sc013,7,02247,2
sc176,7,02247,1
sc116,NA,02247,2
sc120,4,02247,1
sc053,8,02247,1
sc074,3,02247,1
sc103,7,02247,1
sc142,2,02247,1
sc115,8,02247,1
sc103,9,02247,2
sc161,8,02247,1
sc194,NA,02247,2
sc176,NA,02247,2
sc142,NA,02247,2
sc194,9,02247,1
sc075,8,02247,2
sc122,3,02247,2
sc074,NA,02247,2
sc146,6,02247,1
sc108,2,02247,1
sc025,6,02247,1
sc149,2,02247,1
sc021,6,02247,1
sc198,1,02247,1
sc049,7,02247,1
sc013,7,02247,1
sc146,NA,02247,2
sc034,8,02247,1
sc088,4,02247,1
sc032,7,02247,1
sc046,NA,02247,2
sc164,6,02247,1
sc085,NA,02247,2
sc170,1,02247,2
sc151,NA,02247,2
sc085,1,02247,1
sc055,2,02247,1
sc050,6,02247,1
sc032,NA,02255,2
sc143,6,02255,2
sc079,4,02255,2
sc116,2,02255,1
sc082,3,02255,1
sc164,2,02255,2
sc188,4,02255,2
sc198,1,02255,2
sc001,5,02255,1
sc025,6,02255,2
sc065,6,02255,1
sc194,NA,02255,2
sc146,2,02255,1
sc055,NA,02255,2
sc034,4,02255,1
sc075,6,02255,1
sc162,2,02255,1
sc165,9,02255,1
sc184,9,02255,1
sc004,NA,02255,2
sc080,8,02255,1
sc001,2,02255,2
sc088,2,02255,2
sc065,6,02255,2
sc108,2,02255,1
sc074,NA,02255,2
sc146,NA,02255,2
sc049,9,02255,1
sc050,8,02255,1
sc051,1,02255,1
sc051,4,02255,2
sc046,2,02255,1
sc142,2,02255,1
sc188,7,02255,1
sc020,NA,02255,2
sc120,5,02255,1
sc149,2,02255,2
sc108,2,02255,2
sc021,NA,02255,2
sc085,NA,02255,2
sc115,NA,02255,2
sc189,8,02255,1
sc122,3,02255,1
sc189,9,02255,2
sc046,NA,02255,2
sc116,NA,02255,2
sc142,NA,02255,2
sc170,1,02255,1
sc053,9,02255,2
sc015,NA,02255,2
sc151,NA,02255,2
sc048,4,02255,2
sc050,9,02255,2
sc002,9,02255,1
sc049,NA,02255,2
sc013,8,02255,2
sc089,1,02255,1
sc176,7,02255,1
sc161,8,02255,1
sc122,3,02255,2
sc164,1,02255,1
sc048,4,02255,1
sc149,3,02255,1
sc143,9,02255,1
sc004,9,02255,1
sc047,NA,02255,2
sc020,6,02255,1
sc184,NA,02255,2
sc013,7,02255,1
sc089,1,02255,2
sc176,NA,02255,2
sc194,9,02255,1
sc032,4,02255,1
sc103,8,02255,1
sc115,9,02255,1
sc080,8,02255,2
sc151,9,02255,1
sc055,1,02255,1
sc025,6,02255,1
sc170,1,02255,2
sc082,NA,02255,2
sc053,9,02255,1
sc075,6,02255,2
sc120,NA,02255,2
sc165,9,02255,2
sc085,5,02255,1
sc008,NA,02255,2
sc198,2,02255,1
sc002,NA,02255,2
sc088,2,02255,1
sc015,6,02255,1
sc074,6,02255,1
sc021,8,02255,1
sc047,8,02255,1
sc079,4,02255,1
sc103,9,02255,2
sc162,NA,02255,2
sc161,NA,02255,2
sc034,NA,02255,2
sc008,8,02255,1
sc151,NA,02268,2
sc116,NA,02268,2
sc184,NA,02268,2
sc143,7,02268,2
sc075,8,02268,1
sc049,NA,02268,2
sc034,NA,02268,2
sc055,1,02268,1
sc074,4,02268,1
sc025,4,02268,2
sc047,7,02268,1
sc120,NA,02268,2
sc051,1,02268,2
sc122,3,02268,1
sc048,3,02268,1
sc198,1,02268,2
sc188,9,02268,2
sc164,9,02268,2
sc021,7,02268,1
sc047,NA,02268,2
sc053,8,02268,2
sc115,NA,02268,2
sc115,8,02268,1
sc079,3,02268,2
sc085,NA,02268,2
sc189,8,02268,2
sc194,8,02268,1
sc008,NA,02268,2
sc020,1,02268,1
sc008,9,02268,1
sc015,7,02268,1
sc065,8,02268,2
sc088,3,02268,2
sc079,2,02268,1
sc046,7,02268,1
sc050,8,02268,2
sc032,NA,02268,2
sc050,9,02268,1
sc165,9,02268,1
sc013,9,02268,1
sc089,1,02268,2
sc004,7,02268,1
sc002,4,02268,1
sc080,9,02268,1
sc046,NA,02268,2
sc001,1,02268,1
sc188,9,02268,1
sc065,8,02268,1
sc002,NA,02268,2
sc051,1,02268,1
sc161,NA,02268,2
sc189,7,02268,1
sc122,3,02268,2
sc089,1,02268,1
sc165,8,02268,2
sc146,NA,02268,2
sc149,1,02268,1
sc001,1,02268,2
sc021,NA,02268,2
sc184,1,02268,1
sc048,2,02268,2
sc049,9,02268,1
sc108,1,02268,1
sc162,NA,02268,2
sc013,9,02268,2
sc088,5,02268,1
sc055,NA,02268,2
sc164,9,02268,1
sc176,7,02268,1
sc170,1,02268,1
sc149,2,02268,2
sc103,7,02268,1
sc194,NA,02268,2
sc082,3,02268,1
sc143,6,02268,1
sc142,1,02268,1
sc142,NA,02268,2
sc074,NA,02268,2
sc176,NA,02268,2
sc015,NA,02268,2
sc116,1,02268,1
sc032,7,02268,1
sc034,6,02268,1
sc082,NA,02268,2
sc080,8,02268,2
sc020,NA,02268,2
sc075,8,02268,2
sc151,9,02268,1
sc120,3,02268,1
sc108,3,02268,2
sc146,5,02268,1
sc162,1,02268,1
sc161,5,02268,1
sc085,2,02268,1
sc103,9,02268,2
sc025,2,02268,1
sc053,8,02268,1
sc198,1,02268,1
sc004,NA,02268,2
sc170,1,02268,2
sc074,3,02270,1
sc008,9,02270,1
sc143,9,02270,2
sc051,1,02270,2
sc025,9,02270,2
sc021,9,02270,1
sc075,9,02270,1
sc079,2,02270,2
sc050,9,02270,1
sc122,2,02270,1
sc198,1,02270,2
sc189,9,02270,1
sc046,NA,02270,2
sc088,1,02270,2
sc020,1,02270,1
sc049,9,02270,1
sc194,9,02270,1
sc176,9,02270,1
sc079,2,02270,1
sc089,1,02270,2
sc046,1,02270,1
sc015,9,02270,1
sc051,1,02270,1
sc080,1,02270,1
sc001,1,02270,2
sc162,NA,02270,2
sc188,1,02270,2
sc004,NA,02270,2
