refCode,TwinType,twinN,ZygosityStatus,Sex,AgeAtTestingCalculated,ageMatch,Anthony_Rimmer_11_oval_1,Google_1_Aaron.Elwood_3_oval_1,Google_1_Carlos.Maus_5_oval_1,Google_1_Christopher.Gann_13.oval_1,Google_1_Curtis.Colquitt_3_oval_1,Google_1_Curtis.Delao_7_oval_1,Google_1_Stephen.Knudson_17_oval_1,Google_1_Dorothy.Burchett_7_oval_1,Google_1_Edward.Infante_9_oval_1,Google_1_Frank.Womack_1_oval_1,Google_1_George.Yingling_11_oval_1,Google_1_Glenn.Leyba_19_oval_1,Google_1_Harry.Eshelman_5_oval_1,Google_1_Jacquelyn.Wilt_13_oval_1,Google_1_James.Gruber_11_oval_1,Google_1_James.Lennon_5_oval_1,Google_1_Jeffrey.Milner_11_oval_1,Google_1_Jesse.Mendes_1_oval_1,Google_1_John.Elliot_5_oval_1,Google_1_John.Thomas_15_oval_1,Google_1_Joseph.Jansen_3_oval_1,Google_1_Joseph.Roeder_1_oval_1,Google_1_Joseph.Scarborough_15_oval_1,Google_1_Karen.Ingersoll_19_oval_1,Google_1_Keith.Eckman_19_oval_1,Google_1_Kristin.Hight_1_oval_1,Google_1_Larry.Huff_5_oval_1,Google_1_Leona.Torrence_7_oval_1,Google_1_Leonard.Leatherwood_5_oval_1,Google_1_Lori.Vieira_11_oval_1,Google_1_Luis.Arrowood_5_oval_1,Google_1_Lydia.Caskey_1_oval_1,Google_1_Mark.Mccutcheon_5_oval_1,Google_1_Marlene.Littleton_1_oval_1,Google_1_Mattie.Musgrove_17_oval_1,Google_1_Nathan.Gwin_9_oval_1,Google_1_Norman.Beggs_7_oval_1,Google_1_Peter.Weaver_19_oval_1,Google_1_Phillip.Leath_3_oval_1,Google_1_Rhonda.Pruitt_4_oval_1,Google_1_Roberta.Jasso_5_oval_1,Google_1_Rodney.Nutt_11_oval_1,Google_1_Ronald.Laskowski_13_oval_1,Google_1_Ryan.Russo_5_oval_1,Google_1_Shawn.Zimmerman_3_oval_1,Google_1_Susan.Burbank_5_oval_1,Google_1_Teresa.Sykes_7_oval_1,Google_1_Thelma.Becnel_1_oval_1,Google_1_Tiffany.Arango_13_oval_1,Kelli_Hetrick_11_oval_1,Anthony_Rimmer_11_oval_2,Google_1_Aaron.Elwood_3_oval_2,Google_1_Carlos.Maus_5_oval_2,Google_1_Christopher.Gann_13.oval_2,Google_1_Curtis.Colquitt_3_oval_2,Google_1_Curtis.Delao_7_oval_2,Google_1_Stephen.Knudson_17_oval_2,Google_1_Dorothy.Burchett_7_oval_2,Google_1_Edward.Infante_9_oval_2,Google_1_Frank.Womack_1_oval_2,Google_1_George.Yingling_11_oval_2,Google_1_Glenn.Leyba_19_oval_2,Google_1_Harry.Eshelman_5_oval_2,Google_1_Jacquelyn.Wilt_13_oval_2,Google_1_James.Gruber_11_oval_2,Google_1_James.Lennon_5_oval_2,Google_1_Jeffrey.Milner_11_oval_2,Google_1_Jesse.Mendes_1_oval_2,Google_1_John.Elliot_5_oval_2,Google_1_John.Thomas_15_oval_2,Google_1_Joseph.Jansen_3_oval_2,Google_1_Joseph.Roeder_1_oval_2,Google_1_Joseph.Scarborough_15_oval_2,Google_1_Karen.Ingersoll_19_oval_2,Google_1_Keith.Eckman_19_oval_2,Google_1_Kristin.Hight_1_oval_2,Google_1_Larry.Huff_5_oval_2,Google_1_Leona.Torrence_7_oval_2,Google_1_Leonard.Leatherwood_5_oval_2,Google_1_Lori.Vieira_11_oval_2,Google_1_Luis.Arrowood_5_oval_2,Google_1_Lydia.Caskey_1_oval_2,Google_1_Mark.Mccutcheon_5_oval_2,Google_1_Marlene.Littleton_1_oval_2,Google_1_Mattie.Musgrove_17_oval_2,Google_1_Nathan.Gwin_9_oval_2,Google_1_Norman.Beggs_7_oval_2,Google_1_Peter.Weaver_19_oval_2,Google_1_Phillip.Leath_3_oval_2,Google_1_Rhonda.Pruitt_4_oval_2,Google_1_Roberta.Jasso_5_oval_2,Google_1_Rodney.Nutt_11_oval_2,Google_1_Ronald.Laskowski_13_oval_2,Google_1_Ryan.Russo_5_oval_2,Google_1_Shawn.Zimmerman_3_oval_2,Google_1_Susan.Burbank_5_oval_2,Google_1_Teresa.Sykes_7_oval_2,Google_1_Thelma.Becnel_1_oval_2,Google_1_Tiffany.Arango_13_oval_2,Kelli_Hetrick_11_oval_2,Antonio_Englert_9_oval_1,Google_1_Albert.Braun_1_oval_1,Google_1_Bernice.Boatwright_3_oval_1,Google_1_Candace.Jackson_13_oval_1,Google_1_Carole.Turley_15.oval_1,Google_1_Chris.Teal_19_oval_1,Google_1_Crystal.Rutland_9_oval_1,Google_1_Curtis.Heald_17_oval_1,Google_1_Curtis.Held_1_oval_1,Google_1_Daisy.Bostic_17_oval_1,Google_1_Debra.Lizotte_5_oval_1,Google_1_Emily.Rush_15_oval_1,Google_1_Eric.Matherne_10_oval_1,Google_1_Frank.Showalter_19_oval_1,Google_1_Geneva.Hemphill_11_oval_1,Google_1_Heather.Glasser_3_oval_1,Google_1_Janice.Sanderson_1_oval_1,Google_1_Jason.Penner_9_oval_1,Google_1_Jeremy.Collard_7_oval_1,Google_1_Jerry.Dalrymple_7_oval_1,Google_1_Juan.Greiner_9_oval_1,Google_1_Kara.Richards_5_oval_1,Google_1_Kelli.Grow_19_oval_1,Google_1_Kenneth.Felts_9_oval_1,Google_1_Kenneth.Parenteau_3_oval_1,Google_1_Kevin.Weinstein_9_oval_1,Google_1_Kristina.Strom_8_oval_1,Google_1_Kristy.Jiminez_19_oval_1,Google_1_Lawrence.Coakley_11_oval_1,Google_1_Lawrence.Holcomb_8_oval_1,Google_1_Leticia.Madden_11_oval_1,Google_1_Lola.Parnell_1_oval_1,Google_1_Marian.Jason_9_oval_1,Google_1_Martin.Sickler_1_oval_1,Google_1_Mike.Sanderson_13_oval_1,Google_1_Norman.Jeffery_1_oval_1,Google_1_Pamela.Marcus_7_oval_1,Google_1_Patrick.Greenberg_3_oval_1,Google_1_Paul.Knepper_1_oval_1,Google_1_Ralph.Fort_1_oval_1,Google_1_Randy.Daigle_3_oval_1,Google_1_Randy.Towne_11_oval_1,Google_1_Regina.Mckim_5_oval_1,Google_1_Robyn.Dobbins_3_oval_1,Google_1_Roy.Catron_142_oval_1,Google_1_Sonia.Hammons_7_oval_1,Google_1_Thomas.Gilroy_3_oval_1,Google_1_Vanessa.Simpkins_1_oval_1,Google_1_Viola.Rochester_19_oval_1,Google_1_Wayne.Waller_8_oval_1,Aaron_Mink_9_oval_1,Agnes_Castellanos_15_oval_1,Google_1_Albert.Reber_11_oval_1,Google_1_Ann.Bianco_1_oval_1,Google_1_Antonio.Budd_7_oval_1,Google_1_Bobby.Brothers_16_oval_1,Google_1_Carlos.Ogden_9_oval_1,Google_1_Carole.Bentley_7_oval_1,Google_1_Cathy.Waterhouse_12_oval_1,Google_1_Chad.Robles_15_oval_1,Google_1_Chad.Xiong_1_oval_1,Google_1_Douglas.Belden_13_oval_1,Google_1_Edward.Magana_15_oval_1,Google_1_Eileen.Burd_7_oval_1,Google_1_Emily.Burnside_5_oval_1,Google_1_Erica.Minton_11_oval_1,Google_1_Eugene.Vaughn_19_oval_1,Google_1_Eugene.Villareal_1_oval_1,Google_1_Fannie.Vachon_7_oval_1,Google_1_George.Dana_7_oval_1,Google_1_George.Lawton_1_oval_1,Google_1_Gerald.Warner_17_oval_1,Google_1_Grace.Cottle_11_oval_1,Google_1_Howard.Litton_9_oval_1,Google_1_Janet.Lippert_1_oval_1,Google_1_Jeff.Parr_17_oval_1,Google_1_John.Cummings_13_oval_1,Google_1_Jonathan.Bozarth_3_oval_1,Google_1_Jonathan.Swearingen_19_oval_1,Google_1_Katherine.Alarcon_3_oval_1,Google_1_Kathy.Fox_7_oval_1,Google_1_Marian.Jason_5_oval_1,Google_1_Melissa.Najera_15_oval_1,Google_1_Molly.Avent_3_oval_1,Google_1_Nicholas.Gass_15w_oval_1,Google_1_Nicholas.Jacobs_17_oval_1,Google_1_Patrick.Younts_14_oval_1,Google_1_Peter.Durant_3_oval_1,Google_1_Phyllis.Resnick_15_oval_1,Google_1_Rachel.Hollingshead_52_oval_1,Google_1_Rhonda.Bonney_3_oval_1,Google_1_Richard.Booth_5_oval_1,Google_1_Robert.Pyles_1_oval_1,Google_1_Ronald.Leibowitz_11_oval_1,Google_1_Shelley.Lund_5_oval_1,Google_1_Steve.Delong_11_oval_1,Google_1_Steve.Lanier_3_oval_1,Google_1_Sylvia.Mayes_19_oval_1,Google_1_Tonya.Lepage_9_oval_1,Jimmy_Minard_9_oval_1,Aaron_Mink_9_oval_2,Agnes_Castellanos_15_oval_2,Google_1_Albert.Reber_11_oval_2,Google_1_Ann.Bianco_1_oval_2,Google_1_Antonio.Budd_7_oval_2,Google_1_Bobby.Brothers_16_oval_2,Google_1_Carlos.Ogden_9_oval_2,Google_1_Carole.Bentley_7_oval_2,Google_1_Cathy.Waterhouse_12_oval_2,Google_1_Chad.Robles_15_oval_2,Google_1_Chad.Xiong_1_oval_2,Google_1_Douglas.Belden_13_oval_2,Google_1_Edward.Magana_15_oval_2,Google_1_Eileen.Burd_7_oval_2,Google_1_Emily.Burnside_5_oval_2,Google_1_Erica.Minton_11_oval_2,Google_1_Eugene.Vaughn_19_oval_2,Google_1_Eugene.Villareal_1_oval_2,Google_1_Fannie.Vachon_7_oval_2,Google_1_George.Dana_7_oval_2,Google_1_George.Lawton_1_oval_2,Google_1_Gerald.Warner_17_oval_2,Google_1_Grace.Cottle_11_oval_2,Google_1_Howard.Litton_9_oval_2,Google_1_Janet.Lippert_1_oval_2,Google_1_Jeff.Parr_17_oval_2,Google_1_John.Cummings_13_oval_2,Google_1_Jonathan.Bozarth_3_oval_2,Google_1_Jonathan.Swearingen_19_oval_2,Google_1_Katherine.Alarcon_3_oval_2,Google_1_Kathy.Fox_7_oval_2,Google_1_Marian.Jason_5_oval_2,Google_1_Melissa.Najera_15_oval_2,Google_1_Molly.Avent_3_oval_2,Google_1_Nicholas.Gass_15w_oval_2,Google_1_Nicholas.Jacobs_17_oval_2,Google_1_Patrick.Younts_14_oval_2,Google_1_Peter.Durant_3_oval_2,Google_1_Phyllis.Resnick_15_oval_2,Google_1_Rachel.Hollingshead_52_oval_2,Google_1_Rhonda.Bonney_3_oval_2,Google_1_Richard.Booth_5_oval_2,Google_1_Robert.Pyles_1_oval_2,Google_1_Ronald.Leibowitz_11_oval_2,Google_1_Shelley.Lund_5_oval_2,Google_1_Steve.Delong_11_oval_2,Google_1_Steve.Lanier_3_oval_2,Google_1_Sylvia.Mayes_19_oval_2,Google_1_Tonya.Lepage_9_oval_2,Jimmy_Minard_9_oval_2,Ada_Galbreath_19_oval_1,Bryan_Poulin_13_oval_1,Georgia_Horn_3_oval_1,Google_1_Anita.Pauley_3_oval_1,Google_1_Beatrice.Rothman_3_oval_1,Google_1_Bonnie.Kavanaugh_1_oval_1,Google_1_Carole.Ramsey_3_oval_1,Google_1_Carolyn.Kiley_7_oval_1,Google_1_Cecilia.Cauley_3_oval_1,Google_1_Cecilia.Kwiatkowski_1_oval_1,Google_1_Charles.Hagood_5_oval_1,Google_1_Christopher.Claussen_3_oval_1,Google_1_Danielle.Goble_15_oval_1,Google_1_Diane.Boatwright_3_oval_1,Google_1_Donald.Shaw_7_oval_1,Google_1_Eunice.Hughes_15_oval_1,Google_1_Eva.Plourde_3_oval_1,Google_1_Geneva.Irons_1_oval_1,Google_1_Heidi.Ullrich_11_oval_1,Google_1_Howard.Jaynes_7_oval_1,Google_1_Jason.Graham_1_oval_1,Google_1_Jeff.Williford_3_oval_1,Google_1_Jerry.Mcneil_9_oval_1,Google_1_Kayla.Cowans_15_oval_1,Google_1_Kayla.Leininger_13_oval_1,Google_1_Lawrence.Spalding_1_oval..2._1,Google_1_Leah.Speaks_16_oval_1,Google_1_Lynne.Towner_5_oval_1,Google_1_Marvin.Gallup_15_oval_1,Google_1_Maureen.Hand_9_oval_1,Google_1_Melissa.Dowdy_5_oval_1,Google_1_Melissa.Lester_7_oval_1,Google_1_Michele.Barboza_13_oval_1,Google_1_Nicholas.Horan_18_oval_1,Google_1_Pam.Lessard_7_oval_1,Google_1_Pamela.Deville_3_oval_1,Google_1_Pauline.Oleary_1_oval_1,Google_1_Randy.Ingraham_5_oval_1,Google_1_Renee.Tarrant_5_oval_1,Google_1_Rodney.Halley_1_oval_1,Google_1_Ronald.Bolinger_1_oval_1,Google_1_Rosemary.Crumpton_1_oval_1,Google_1_Russell.Baeza_15_oval_1,Google_1_Russell.Kelso_11_oval_1,Google_1_Sherri.Pattison_5_oval_1,Google_1_Sherry.Mcmichael_11_oval_1,Google_1_Vickie.Urias_17_oval_1,Google_1_Victor.Mcdevitt_15_oval_1,Google_1_Walter.Catlin_1_oval_1,Google_1_Wilma.Dixon_15_oval_1,Alan_Gamerson_7_oval_1,Albert_Dobson_9_oval_1,Brian_Mach_1_oval_1,Google_1_Aaron.Snipes_19_oval_1,Google_1_Allison.Tanguay_15_oval_1,Google_1_Amanda.Redmond_19_oval_1,Google_1_Antonio.Faucher_7_oval_1,Google_1_Brandon.Shrader_1_oval_1,Google_1_Carlos.Tinney_6_oval_1,Google_1_Charles.Carruth_5_oval_1,Google_1_Charles.Ennis_13_oval_1,Google_1_Danny.Teasley_17_oval_1,Google_1_David.Jessup_3_oval_1,Google_1_Eugene.Mccue_17_oval_1,Google_1_Gary.Gillman_3_oval_1,Google_1_Gerald.Cable_7_oval_1,Google_1_Gerald.Risley_5_oval_1,Google_1_Gerald.Zarate_2_oval_1,Google_1_Heather.Mallette_3_oval_1,Google_1_Henry.Bohannon_5_oval_1,Google_1_Howard.Lesko_11_oval_1,Google_1_Jeremy.Sepulveda_17_oval_1,Google_1_Jerry.Lovelace_5_oval_1,Google_1_Jimmy.Cloyd_3_oval_1,Google_1_Jose.Bustamante_15_oval_1,Google_1_Joseph.Riordan_13_oval_1,Google_1_Keith.Eckman_11_oval_1,Google_1_Kenneth.Madera_9_oval_1,Google_1_Krista.Escamilla_15_oval_1,Google_1_Kristen.Eckstein_1_oval_1,Google_1_Marie.Herrick_5_oval_1,Google_1_Mark.Chambless_3_oval_1,Google_1_Melanie.Razo_5_oval_1,Google_1_Melissa.Lester_11_oval_1,Google_1_Melissa.Lester_15_oval_1,Google_1_Norman.Lebeau_13_oval_1,Google_1_Olivia.Glover_5_oval_1,Google_1_Opal.Siegel_7_oval_1,Google_1_Ralph.Jessen_11_oval_1,Google_1_Rodney.Lawton_1_oval_1,Google_1_Sarah.Vice_1_oval_1,Google_1_Stephanie.Conklin_1_oval_1,Google_1_Stephen.Macias_19_oval_1,Google_1_Steve.Rothman_17_oval_1,Google_1_Tina.Kovach_5_oval_1,Google_1_Valerie.Molloy_7_oval_1,Google_1_Vera.Grundy_3_oval_1,Google_1_Virginia.Rosenberg_12_oval_1,Google_1_Walter.Mccray_5_oval_1,Google_1_Wayne.Bray_17_oval_1,Alan_Gamerson_7_oval_2,Albert_Dobson_9_oval_2,Brian_Mach_1_oval_2,Google_1_Aaron.Snipes_19_oval_2,Google_1_Allison.Tanguay_15_oval_2,Google_1_Amanda.Redmond_19_oval_2,Google_1_Antonio.Faucher_7_oval_2,Google_1_Brandon.Shrader_1_oval_2,Google_1_Carlos.Tinney_6_oval_2,Google_1_Charles.Carruth_5_oval_2,Google_1_Charles.Ennis_13_oval_2,Google_1_Danny.Teasley_17_oval_2,Google_1_David.Jessup_3_oval_2,Google_1_Eugene.Mccue_17_oval_2,Google_1_Gary.Gillman_3_oval_2,Google_1_Gerald.Cable_7_oval_2,Google_1_Gerald.Risley_5_oval_2,Google_1_Gerald.Zarate_2_oval_2,Google_1_Heather.Mallette_3_oval_2,Google_1_Henry.Bohannon_5_oval_2,Google_1_Howard.Lesko_11_oval_2,Google_1_Jeremy.Sepulveda_17_oval_2,Google_1_Jerry.Lovelace_5_oval_2,Google_1_Jimmy.Cloyd_3_oval_2,Google_1_Jose.Bustamante_15_oval_2,Google_1_Joseph.Riordan_13_oval_2,Google_1_Keith.Eckman_11_oval_2,Google_1_Kenneth.Madera_9_oval_2,Google_1_Krista.Escamilla_15_oval_2,Google_1_Kristen.Eckstein_1_oval_2,Google_1_Marie.Herrick_5_oval_2,Google_1_Mark.Chambless_3_oval_2,Google_1_Melanie.Razo_5_oval_2,Google_1_Melissa.Lester_11_oval_2,Google_1_Melissa.Lester_15_oval_2,Google_1_Norman.Lebeau_13_oval_2,Google_1_Olivia.Glover_5_oval_2,Google_1_Opal.Siegel_7_oval_2,Google_1_Ralph.Jessen_11_oval_2,Google_1_Rodney.Lawton_1_oval_2,Google_1_Sarah.Vice_1_oval_2,Google_1_Stephanie.Conklin_1_oval_2,Google_1_Stephen.Macias_19_oval_2,Google_1_Steve.Rothman_17_oval_2,Google_1_Tina.Kovach_5_oval_2,Google_1_Valerie.Molloy_7_oval_2,Google_1_Vera.Grundy_3_oval_2,Google_1_Virginia.Rosenberg_12_oval_2,Google_1_Walter.Mccray_5_oval_2,Google_1_Wayne.Bray_17_oval_2,Alan_Peachey_19_oval_1,Albert_Edmond_19_oval_1,Google_1_Ann.Mccurdy_5_oval_1,Google_1_Benjamin.Fulk_9_oval_1,Google_1_Bonnie.Fullmer_5_oval_1,Google_1_Brian.Guido_9_oval_1,Google_1_Cassandra.Boutte_15_oval_1,Google_1_Chris.Avelar_5_oval_1,Google_1_Daisy.Bogle_7_oval_1,Google_1_David.Bourassa_13_oval_1,Google_1_Elizabeth.Wyatt_7_oval_1,Google_1_Eric.Eidson_9_oval_1,Google_1_Fred.Joe_5_oval_1,Google_1_George.Bickerstaff_19_oval_1,Google_1_Jacqueline.Bowker_19_oval_1,Google_1_Jeffrey.Watson_1_oval_1,Google_1_Jenny.Sebastian_3_oval_1,Google_1_Joann.Frame_3_oval_1,Google_1_John.Alcorn_11_oval_1,Google_1_Juan.Michaels_15_oval_1,Google_1_Kathleen.Hecker_11_oval_1,Google_1_Keith.Zuniga_17_oval_1,Google_1_Kelli.Folsom_18_oval_1,Google_1_Lawrence.Westcott_5_oval_1,Google_1_Louis.Mceachern_17_oval_1,Google_1_Lynda.Monday_1_oval_1,Google_1_Maggie.Hess_5_oval_1,Google_1_Martin.Meekins_3_oval_1,Google_1_Matthew.Henke_3_oval_1,Google_1_Melody.Bakke_11_oval_1,Google_1_Nicole.Churchill_3_oval_1,Google_1_Paul.Demarco_3_oval_1,Google_1_Paula.Stanley_15_oval_1,Google_1_Peter.Runnels_5_oval_1,Google_1_Rebecca.Egbert_1_oval_1,Google_1_Russell.Mccarley_3_oval_1,Google_1_Russell.Sherlock_19_oval_1,Google_1_Ryan.Bogart_11_oval_1,Google_1_Shelley.Holzer_3_oval_1,Google_1_Steven.Derrick_5_oval_1,Google_1_Susie.Marks_7_oval_1,Google_1_Terri.Huebner_1_oval_1,Google_1_Timothy.Runnels_14_oval_1,Google_1_Tony.Scarborough_11_oval_1,Google_1_Vickie.Alcantara_13_oval_1,Google_1_Virginia.Blaine_9_oval_1,Google_1_Virginia.Christy_11_oval_1,Google_1_Wendy.Kroll_17_oval_1,Google_1_Wendy.Messner_5_oval_1,Google_1_Willie.Fortin_7_oval_1,sc001_1,sc013_1,sc025_1,sc048_1,sc050_1,sc051_1,sc053_1,sc065_1,sc075_1,sc079_1,sc080_1,sc088_1,sc089_1,sc103_1,sc108_1,sc122_1,sc143_1,sc149_1,sc164_1,sc165_1,sc170_1,sc188_1,sc189_1,sc198_1,sc001_2,sc013_2,sc025_2,sc048_2,sc050_2,sc051_2,sc053_2,sc065_2,sc075_2,sc079_2,sc080_2,sc088_2,sc089_2,sc103_2,sc108_2,sc122_2,sc143_2,sc149_2,sc164_2,sc165_2,sc170_2,sc188_2,sc189_2,sc198_2,sc002_1,sc004_1,sc008_1,sc015_1,sc020_1,sc021_1,sc032_1,sc034_1,sc046_1,sc047_1,sc049_1,sc055_1,sc074_1,sc082_1,sc085_1,sc115_1,sc116_1,sc120_1,sc142_1,sc146_1,sc151_1,sc161_1,sc162_1,sc176_1,sc184_1,sc194_1
00002-A,MZ,A,ATR H&L Qx (Snr),F,34,TRUE,4,6,4,6,4,5,4,3,7,5,5,2,5,9,3,6,2,4,3,2,4,7,2,5,4,4,1,1,4,4,3,3,2,3,4,3,6,4,6,5,8,5,5,9,5,6,5,2,4,2,5,6,4,6,5,5,4,3,7,5,4,3,6,9,4,4,4,4,5,2,4,7,3,6,5,3,2,1,4,4,4,2,2,1,4,3,7,4,6,6,8,4,3,8,5,5,6,2,4,2,7,3,4,5,4,5,3,5,4,6,2,6,5,6,3,3,4,2,4,2,5,3,6,7,5,4,5,6,3,2,6,5,4,4,3,2,7,3,3,2,2,4,4,3,5,6,4,6,5,3,7,6,4,9,8,7,7,2,3,6,2,3,7,7,8,4,6,5,5,5,9,3,6,4,5,4,7,7,3,6,7,4,4,8,5,4,8,7,3,6,5,8,7,3,3,5,6,7,8,7,6,4,7,7,7,6,6,2,6,6,2,4,6,7,7,3,5,4,6,7,7,4,7,6,3,5,6,6,3,6,7,7,6,8,5,6,7,6,4,6,4,6,5,3,7,4,5,3,7,5,6,8,7,4,5,3,4,7,4,6,6,4,3,7,7,6,4,3,5,7,3,4,5,7,5,5,5,3,4,7,8,7,3,4,3,8,6,4,8,3,3,3,3,5,3,4,6,3,6,6,7,4,8,3,5,9,4,1,6,5,3,5,7,4,4,5,4,3,4,7,3,3,4,8,6,9,5,4,6,9,4,4,6,6,6,6,3,8,7,4,9,8,4,7,8,8,3,7,5,8,8,7,7,3,5,9,6,1,5,4,4,5,6,5,3,4,4,3,6,9,3,5,4,8,6,9,8,6,4,9,4,7,8,9,6,8,3,8,7,4,8,8,4,6,9,8,6,7,8,8,1,5,8,7,4,7,6,3,7,7,7,6,5,4,7,4,5,7,8,7,7,4,7,8,3,8,7,3,7,9,8,3,5,6,8,6,7,5,3,2,6,5,1,5,6,7,8,8,7,6,3,8,4,2,7,2,8,6,7,2,7,3,2,7,2,2,7,5,4,7,1,8,9,2,2,7,4,2,6,3,8,8,6,2,8,3,3,7,3,2,7,4,4,7,1,7,8,2,6,8,8,7,3,7,7,6,3,8,8,2,2,3,4,9,1,2,3,5,7,7,1,5,1,9
00003-A,MZ,A,Parents Report,F,27,TRUE,5,7,4,6,5,6,6,4,6,6,5,3,5,9,7,6,3,4,6,3,7,8,5,4,6,6,3,1,5,4,3,4,4,3,4,5,6,5,6,4,8,7,4,8,3,6,7,3,4,6,6,6,3,7,5,6,6,4,6,6,5,3,5,9,6,6,5,4,6,3,6,8,6,4,5,4,3,1,4,4,3,3,3,2,4,6,7,6,7,4,7,6,4,8,2,6,6,3,4,4,5,4,4,6,7,7,2,6,5,8,2,7,7,5,7,6,4,4,6,4,4,5,5,8,4,5,7,7,6,5,6,6,4,4,4,3,7,6,4,2,3,3,3,3,5,7,7,5,5,4,8,7,5,5,3,8,7,5,4,8,3,3,6,5,7,4,7,7,5,7,4,5,8,2,4,3,8,6,8,5,7,6,3,8,5,7,7,3,3,3,6,6,4,3,4,4,8,4,7,6,7,8,6,7,3,7,3,5,4,8,4,4,6,7,7,5,8,4,4,5,3,4,6,6,4,5,6,6,7,3,7,7,4,5,4,6,6,3,3,3,4,5,4,3,5,4,6,5,4,6,5,2,4,7,5,5,4,6,3,4,3,7,4,4,4,8,6,4,3,5,6,3,4,5,8,6,4,3,3,4,3,7,4,3,4,7,6,7,7,4,2,4,3,6,5,5,5,5,7,8,8,4,8,5,7,9,6,2,3,7,4,6,7,8,7,6,5,5,6,9,7,3,4,7,7,9,6,4,8,7,8,8,5,5,7,8,7,8,7,4,8,8,8,8,7,9,5,7,8,8,8,4,5,7,7,8,6,1,3,7,3,4,7,6,6,6,4,4,4,7,6,4,3,5,7,8,5,3,5,7,6,7,6,4,7,5,3,7,5,5,5,7,8,7,6,4,4,6,7,8,3,6,6,3,5,8,6,2,5,6,8,8,6,6,7,3,6,7,6,9,4,5,7,7,6,4,6,5,6,5,5,4,5,3,5,8,6,4,4,3,4,6,3,3,4,7,5,6,5,4,3,6,1,1,4,1,6,6,7,1,6,1,1,7,3,2,7,1,4,8,1,6,8,1,1,5,1,1,5,2,6,7,7,1,6,1,1,8,1,2,7,1,4,8,1,6,8,1,6,8,7,7,1,5,5,6,5,5,7,1,1,1,4,7,1,2,1,5,8,8,1,5,1,7
00005-A,MZ,A,ATR H&L Qx (Snr),F,25,TRUE,4,8,2,5,8,4,8,4,7,6,5,3,3,9,5,3,3,7,4,3,3,9,4,6,6,5,2,2,4,2,4,2,5,2,4,3,4,6,8,4,8,7,4,9,3,5,7,3,7,3,3,9,3,5,9,4,7,4,7,7,4,2,4,9,9,4,5,5,4,3,3,8,6,7,8,3,6,2,4,3,3,4,3,3,8,4,4,7,8,7,7,7,4,9,3,7,7,5,4,3,6,8,3,9,4,8,2,5,7,5,3,7,7,1,4,4,4,3,4,2,3,4,4,4,2,3,7,7,2,6,4,3,2,3,2,2,6,4,3,3,2,3,5,3,4,6,7,3,2,4,9,3,3,5,5,4,7,3,8,7,7,3,5,4,4,3,9,5,4,4,9,3,3,3,1,4,5,8,7,1,8,8,3,5,9,3,3,7,6,7,9,4,7,6,4,8,1,7,4,3,7,8,3,1,6,4,9,3,8,1,6,4,8,3,7,7,9,7,3,6,9,3,3,4,5,3,8,7,3,3,3,8,6,6,9,6,3,9,6,1,4,3,8,4,8,3,3,1,3,5,7,9,1,1,5,7,7,3,4,3,4,3,3,7,8,4,4,3,3,4,3,5,3,1,3,7,4,9,5,3,9,7,1,5,7,8,3,8,8,1,6,3,3,1,4,4,4,6,7,8,7,6,4,8,7,8,7,1,1,4,4,8,9,8,8,7,7,4,3,9,3,9,1,7,7,9,7,8,4,4,7,8,7,5,8,5,9,8,9,7,4,1,9,1,7,9,4,8,8,7,9,7,5,8,6,7,3,1,3,5,1,7,7,5,5,4,3,1,5,7,4,4,8,7,7,8,8,1,7,3,3,7,7,8,4,8,7,7,8,5,7,4,8,4,7,7,3,8,8,7,1,7,7,7,6,7,5,1,7,5,8,3,7,7,9,7,6,7,3,3,6,3,8,8,5,3,4,3,9,7,7,3,7,1,4,8,6,6,3,1,1,4,2,7,4,9,3,8,6,5,2,9,9,1,4,1,7,6,8,5,9,7,3,9,1,1,9,7,2,5,1,7,9,2,2,9,9,2,9,2,9,9,8,3,7,2,3,9,2,2,7,4,3,8,2,7,9,4,9,9,7,8,2,6,7,4,8,4,4,9,5,6,2,9,2,8,4,2,9,9,3,7,3,9
