rowname,SC_1,FA_TOT_1,AO_1,SC_2,FA_TOT_2,AO_2
SC_1,1,0.24477069487152414,0.23436776756228084,0.1982491064014305,0.07453969179091721,0.14321293645569777
FA_TOT_1,0.24477069487152414,1,0.055666182652890965,0.14669049330181766,0.16996491379273299,0.06436876142385604
AO_1,0.23436776756228084,0.055666182652890965,1,0,3.774700509757138e-12,0.33164983956402344
SC_2,0.1982491064014305,0.14669049330181766,0,1,0.1842080967154701,0.17162619366755522
FA_TOT_2,0.07453969179091721,0.16996491379273299,3.774700509757138e-12,0.1842080967154701,1,0.11400931431275822
AO_2,0.1432129364556978,0.06436876142385604,0.33164983956402344,0.17162619366755522,0.11400931431275822,1
