FamId,Age,Sex,Zygosity,AO_1,AO_2,FA_TOT_1,FA_TOT_2,SC_1,SC_2
1,37,2,1,0.7781401818494336,0.1810450573484847,0.3589567625719672,-0.6519728027461044,-1.5226539900384732,-1.5488736423867169
10,40,2,1,-0.5405486234300942,1.197810879080856,1.296695376117466,1.6390338476086797,0.9386865091178593,1.061373849336797
100,48,2,1,NA,-1.733304836335308,-0.049308950224667296,-0.37088622725506226,-0.3974656339402088,1.3345576159062105
101,36,2,1,0.7395645641654341,0.10821702396717302,0.5248859757662575,-1.3930877091030913,0.9612302613267037,-1.1808119647324826
102,50,2,3,1.8413728422715592,0.8232546625729182,0.09100014150457018,-2.0073753219617063,0.6492409552996257,NA
103,64,1,3,1.0546087651224534,-0.36773136451574207,-0.1420473798339197,-2.7309264711321,0.7340826462332911,0.5766953078398475
104,53,2,1,NA,NA,0.24628185810672062,-0.42395882596472284,0.7099661630587518,1.1396931612816792
105,40,2,3,0.759491316531283,2.87347230008862,1.0750232680221448,0.5967148964415374,0.15064924938782412,0.9981702467730192
106,48,2,1,0.39746662028756075,-0.09347067485785554,0.6487564357809492,0.1995370093868619,0.04799028504439243,1.7543683905778433
107,44,2,3,1.3343454016336,-0.16651459383182987,0.7749552308997663,1.4725033081985586,-0.26866987943530657,0.3842601428021476
108,67,2,1,-0.24556069630814564,0.7290801101205606,1.971565735331498,-0.14459372434382725,2.3609635321962803,0.7658848403139864
109,43,2,1,1.195692059250719,0.12886219519155168,-0.40529354488657027,-1.1192204844806684,1.1202630258904867,0.23504771088448248
11,40,2,1,-1.8188958481375523,NA,NA,0.6054593293016528,-0.18250042156298588,-2.272095040126335
110,42,1,1,-1.873294302728793,0.45117969144676623,1.1956859603129526,0.2051721727517714,0.29579884662553746,1.7223752150948901
111,42,2,1,-1.179628546808195,-1.2803388998791867,0.4191055103540442,0.1782601918371452,0.4214748496372103,0.4769500925944047
112,35,2,1,0.2202735684899452,1.6647976448391182,0.42760387442628794,0.10096872567602821,0.10665028316206109,2.7233303926517705
113,36,1,1,0.054473050186145885,0.7108255812436767,0.0565434920525482,0.927391218050961,-1.0992859210579522,-0.1421296580338461
114,62,2,1,0.8958087999840979,1.286106074398468,-0.471305728580312,1.1245713574225755,0.8688240579575092,1.0147213471497087
115,36,2,1,-0.9538217292380881,-0.34832098470816086,-1.5216959914432262,-0.7076945878493037,-1.5860026330232584,0.4058192215337627
116,49,2,1,0.08651219199476419,0.3204428229541863,-0.7668729079596637,-0.12494915565196714,-1.9621654636948134,0.5930800835764838
117,47,2,3,-0.17564733432659174,-1.4934439203587067,1.6755111159938965,0.656475857062091,1.613916793881907,-0.172456651119124
118,38,1,1,-1.1051596201232987,-0.8073573664596765,1.2131637261480377,-0.5270455977355456,0.3624171361220761,0.9029777793018976
119,58,2,1,-0.6441724945229403,0.27380869088083565,0.3241948593277735,-0.9416732928391706,-0.9892260785837266,0.798617632816675
12,66,2,1,-0.3556865031190284,-1.0974556056083176,-1.579187317921898,-1.3512811348289815,-0.05441462950705794,0.9907689956686538
120,35,2,1,0.047669198520062094,1.4803415899605186,-1.2771912350954564,0.3875811076970506,0.16658226183918276,1.089886226185355
121,40,1,3,-1.6397046605801993,-0.4563674299227644,0.47091619068404905,-1.2006411054070367,0.5521934639937592,0.15748469412215182
122,52,2,1,NA,1.5568114552234633,0.26054936784222554,1.212189268318059,0.4007741852458536,0.050175883634268156
123,54,2,1,0.2030223483562893,-0.29538278472028145,-0.03428067618206116,0.3486970157084527,-0.4945462286239786,-0.16571794839268636
124,66,1,3,-0.8856288625469699,0.12052721869762827,-0.7513853288025909,-1.7780618978165206,-1.0930012894775993,-0.3249689008036589
125,64,1,1,1.384650045003644,-1.6845926232258073,0.2758999879281768,NA,-0.5595560567335983,-2.030139456915896
126,58,2,3,0.8739539317164582,0.4894429882926406,0.4088727162257219,-1.2711247109680168,-0.9157822320924816,0.12546105448553727
127,58,2,3,-0.6098426572755646,2.0048686938390285,-1.3292632171897978,0.3901882934280841,0.5253300074972841,0.6804425822987988
128,60,2,3,-1.1733229269033383,1.1854281155933593,-1.7093402088754286,-0.4251665492239454,-2.667261971963315,1.0943907503869426
129,50,2,1,-0.08368781734156568,-1.1301548756494475,-0.9498908340418774,-0.8338203856468241,0.2545260224643994,-0.8609544083123718
13,49,1,1,NA,1.420325483709794,-1.6546678754242292,-0.6921643594085031,-1.028222008135715,-0.9935882825672927
130,54,1,1,1.4577553589870291,0.5865497975377355,-1.0048450132123343,-0.8034773845147162,0.11248164565447978,0.043922393221623654
131,35,1,1,1.4645843751771226,-1.6879031056398819,0.11794726624557955,0.6714011850216055,0.348254879161525,-0.4714429978238944
132,61,2,1,-0.6567121677568398,1.3694923107149939,1.0245125949326872,1.1406958325944367,-0.2844635228917747,0.9059823903521841
133,60,2,1,0.3642385710329749,1.2095576735897013,-1.172213570598953,0.8300866047187777,1.0095300410527202,1.1780814352280071
134,61,2,3,0.8431108778304143,-0.8547165698855166,0.18181248801972083,0.3846253097211048,-0.7489627743760378,-0.2398337993101942
135,62,1,1,-0.08561711451273533,1.1505273948169403,-0.5048400084726715,0.8538554673809617,0.8198515000315747,1.5424219499765015
136,62,2,1,-0.07958007194863725,0.4068193991961851,-0.422952836872054,1.4427909392962532,0.6018813107324851,0.014374516778412871
137,49,2,1,0.012321761241532383,0.6099452551506324,0.9915753754294003,0.5688131734816535,0.7164896864511705,0.6935138260201203
138,66,1,3,1.9624056309481317,-0.4700041468829889,0.18712916311399708,0.08505152621312762,-0.9388284528444788,-0.5680974342744046
139,66,2,1,-0.00214804245702172,-0.8947447964606581,-1.591253716661711,-0.7332748887328715,-1.2131582925111162,-0.70805620890703
14,61,2,1,0.45347636136278974,0.3309583910977719,-2.6546927732022327,0.39935501615877184,-1.8695263839414715,1.065911689593387
140,43,2,1,0.1439288971540846,-0.44453213850649864,0.21779344883401044,1.1835271812389696,1.1351857590425771,0.8626113605623765
141,36,2,3,-0.5704389118781176,0.6765834179632455,1.1814662744860236,0.8588891243589625,0.137809378733963,-0.5294085406247331
142,55,1,1,-0.18472995906200548,-2.730556671868767,0.03906838518271115,0.5749647592984524,0.9614218927418303,0.9007887717347887
143,62,1,1,1.5153033467855215,0.2118889641950901,0.7283847228491991,-0.3115073833609044,0.936682372740557,0.39886602977849833
144,37,2,3,0.4949863825375062,1.6046984072557497,0.4577127088378308,1.0683744815740557,-1.0606769892907566,0.576401773755117
145,38,2,1,0.4135096639790464,0.4973584782743034,0.5583317015325926,0.8060940313385849,-0.15620491678264561,-0.4382423020252588
146,50,2,3,0.6582443340386666,-0.2550726628034037,0.8715214117143887,-0.7382824591584987,1.2208724164970555,-0.28849718577041844
147,49,2,1,-0.10230485711208447,-1.1497013629238648,0.038656895458910066,0.18360264755111244,-1.7814918370627955,-0.958212116058356
148,46,1,3,-0.10638586750433932,-0.7936404609590664,0.08973035628673978,0.05695855520036537,1.0419514761321746,0.7089257736349505
149,41,2,1,0.6148142225091884,1.3897628695382211,0.17239600940190944,0.8605080661617864,0.2443161653645367,0.07808288160333678
15,37,2,1,0.5729254506204919,-1.1071156483670521,-1.002126676183251,0.22813908187675952,-0.5546430410546823,-1.1375867069326646
150,35,2,1,0.9602873530078486,0.19976728885332784,0.2816906343537431,-1.7230666937725956,-0.9491354199894396,-1.4116946552545742
151,58,2,1,0.8917507972972021,-0.497530843787222,-0.27225571516063696,-0.3163665343870786,0.9574840032483463,-0.5957887531672866
152,42,2,1,-0.7677129615268495,-1.2259735008430737,-1.3305143775101214,-0.3585559472522653,0.9803645395705997,0.03829603535573817
153,55,2,1,-1.4506411185841706,-1.278872466708322,-1.5697236138048876,-1.3960712990237305,1.3572490437495797,-0.3264808121246877
154,35,2,1,0.42815987454296434,-0.14570094934661554,-0.6748955775431419,-0.34435478509936185,0.6060893199696157,-0.14223660797819584
155,61,2,1,-0.31145215613131894,0.39342287800256925,-0.5701235595941566,0.2575333635408197,0.472834824677054,0.400074064612654
156,61,2,1,-0.10285755530542401,0.2968098500105559,1.8027030101129913,-0.6455901618458564,-0.3262385792522022,-1.186429494720971
157,61,2,1,1.3166784038572896,1.7876281476743587,1.4574941727737176,1.9694222911532346,2.377104481495396,1.3767617496120397
158,51,2,3,0.2999491733883457,0.5728806105051135,-0.22874030109927976,-1.7232255193967927,-0.22192641323976137,-0.6308003615769372
